,Model,Fold,label,MAE,MSE,RMSE,MAPE,SMAPE,MSLE
0,NaiveMean,0,disparate_parity,0.1217034392953309,0.0256995579957647,0.1603108168395529,3639808438060.299,0.825173011268127,0.01611334273954
1,NaiveMean,1,disparate_parity,0.1256054982449536,0.0277107368961019,0.1664654225240243,2539719805947.1235,0.8326729472020076,0.0170477727416534
2,NaiveMean,2,disparate_parity,0.1188350455542417,0.0242420681986335,0.1556986454617814,1093882122110.008,0.8116165591606079,0.0153726713001945
3,NaiveMean,3,disparate_parity,0.1229298077129514,0.0261632276307989,0.1617505104498869,2902997309362.186,0.8183636714853691,0.0163272140787785
4,NaiveMean,4,disparate_parity,0.1192503299231336,0.0248537290865251,0.1576506552048712,2908243232454.797,0.7997863250375631,0.0155865392327171
5,NaiveMean,5,disparate_parity,0.1223435002078522,0.0264706019302712,0.1626978854511367,1455371399644.334,0.8170024345615786,0.0164304052316448
6,NaiveMean,6,disparate_parity,0.1256137812281176,0.0286537637438986,0.1692742264607895,2903340705896.816,0.8318856915304103,0.0174186737029748
7,NaiveMean,7,disparate_parity,0.1241439163039185,0.0281247385465935,0.1677043188072197,2901012818273.149,0.8141204181326832,0.0171510683727016
8,NaiveMean,8,disparate_parity,0.1205152588497788,0.0255837277960155,0.1599491412793938,3275565602550.809,0.8084749336401634,0.0160060917904263
9,NaiveMean,9,disparate_parity,0.1222857770784069,0.0260448309264091,0.1613841098944043,2549625713756.9253,0.8257942183627831,0.0162874782752976
10,NaiveMean,0,equal_opportunity,0.1296483553777253,0.0346842946087135,0.1862371998519993,3802728403616.2217,0.836021816636953,0.0198498592437027
11,NaiveMean,1,equal_opportunity,0.1277666969753167,0.0323255489517719,0.1797930725911651,2765745031170.919,0.8356476279141688,0.0188900714958023
12,NaiveMean,2,equal_opportunity,0.1211492133488585,0.028218137049239,0.1679825498355084,1047283889632.3268,0.8312161427275087,0.0169024809164448
13,NaiveMean,3,equal_opportunity,0.1263188759604692,0.0317464651295309,0.1781753774502271,4164299078198.222,0.8376975435496579,0.0186061377764216
14,NaiveMean,4,equal_opportunity,0.1283311891179742,0.0343826811403132,0.1854256755153213,3810467247203.276,0.8371406823911702,0.0196547210884903
15,NaiveMean,5,equal_opportunity,0.1239536136106675,0.0306223230332469,0.1749923513564149,1741815848900.649,0.8373602962311587,0.0179156183673565
16,NaiveMean,6,equal_opportunity,0.1298920541225424,0.0344785233963938,0.1856839341364616,2772724354581.5723,0.8476515031956772,0.0198349576434713
17,NaiveMean,7,equal_opportunity,0.1277963628424717,0.0339918729518083,0.1843688502752249,3121270332859.1816,0.8349295229202162,0.0194325091743189
18,NaiveMean,8,equal_opportunity,0.1224849033301764,0.0289672229210833,0.1701975996337295,3484341282619.439,0.8347063922745741,0.0173322167252013
19,NaiveMean,9,equal_opportunity,0.1255051601860511,0.0315967759604809,0.1777548197953601,2435880327407.713,0.8429266668209053,0.018413604291378
20,NaiveMean,0,individual_fairness,0.3333580772454933,0.1576367681281565,0.3970349709133397,3.059859558718232,0.8231559778246254,0.0664766771716231
21,NaiveMean,1,individual_fairness,0.3322431377918467,0.1555838063569521,0.3944411316748699,3.3318617331001734,0.8298027101119654,0.0664571782244806
22,NaiveMean,2,individual_fairness,0.3219869071116203,0.146432044294328,0.3826644016554559,3.1302435679743907,0.8039152681032611,0.062933378180226
23,NaiveMean,3,individual_fairness,0.3328127125250687,0.1529778112451651,0.3911237799535655,3.423550089899245,0.8323444314128323,0.0658841871318772
24,NaiveMean,4,individual_fairness,0.3344682068318381,0.1577063947886702,0.3971226445176228,3.4131834322581187,0.8304190097291614,0.0668503815408012
25,NaiveMean,5,individual_fairness,0.3278106923886958,0.1534406445648389,0.391715004263098,3.132282416600669,0.804534980087227,0.0647533193677256
