,Chain_Model,Fold,label,MAE,MSE,RMSE,MAPE,SMAPE,MSLE
32,AverageEnsemble(4),0,group_fairness,0.055699394449518,0.008297222886001,0.091089093123167,0.1590147290668798,0.1448338835088087,0.0023903855907672
33,EnsembleTree(4),0,disparate_parity,0.1039976350195543,0.0204093120504455,0.14286116354855,2100919716077.28,0.7438064349518816,0.0127996546712093
34,EnsembleTree(4),0,equal_opportunity,0.1223204613019279,0.0348187937669008,0.1865979468453519,2863235849738.6323,0.7671246860766773,0.0197457694198254
35,EnsembleTree(4),0,group_fairness,0.0616361128732493,0.0087406351314078,0.0934913639402479,0.3563917230096753,0.2396999212630269,0.0027516294061386
36,AverageEnsemble(5),0,disparate_parity,0.096017240544235,0.017892949006828,0.1337645282084457,1241613920386.5776,0.6958168557093511,0.0111572201859165
37,AverageEnsemble(5),0,equal_opportunity,0.1099857889871978,0.0273789230742078,0.1654657761417986,2104907683232.347,0.7206803838406399,0.0156020700518774
38,AverageEnsemble(5),0,group_fairness,0.059733294374701,0.0093881944436196,0.0968926955121986,0.170810227933927,0.1535954831411582,0.0027100562918511
39,EnsembleTree(5),0,disparate_parity,0.1039976350195543,0.0204093120504455,0.14286116354855,2100919716077.28,0.7438064349518815,0.0127996546712093
40,EnsembleTree(5),0,equal_opportunity,0.1223204613019279,0.0348187937669008,0.1865979468453519,2863235849738.6323,0.7671246860766772,0.0197457694198254
41,EnsembleTree(5),0,group_fairness,0.0616361128732493,0.0087406351314078,0.0934913639402479,0.3563917230096753,0.2396999212630269,0.0027516294061386
42,AverageEnsemble(6),0,disparate_parity,0.0964405394026167,0.0181729861434264,0.1348072184396164,1073129064831.2826,0.6955844439518652,0.0113329073342396
43,AverageEnsemble(6),0,equal_opportunity,0.1095343846372941,0.0274136245419161,0.1655706028916851,1867481808435.6904,0.7155895457607104,0.0156653232038241
44,AverageEnsemble(6),0,group_fairness,0.0542294435639051,0.0080190019861771,0.0895488804295014,0.1535770847855991,0.1402948753147799,0.0022746769474389
45,EnsembleTree(6),0,disparate_parity,0.1035718257490899,0.0203280413558213,0.1425764403953939,2100919716077.255,0.7418568989975424,0.0127475646175767
46,EnsembleTree(6),0,equal_opportunity,0.1206951292155012,0.0337538968593185,0.1837223363103096,2863235849738.588,0.7625529937293747,0.0191711747846693
47,EnsembleTree(6),0,group_fairness,0.0615352732283929,0.0087703872241516,0.0936503455634394,0.3555845796281874,0.2386019903277087,0.0027610742784126
48,LightGBM(DEG),1,disparate_parity,0.0958627058390889,0.0171806321968644,0.1310749106307704,1230411777343.039,0.6968586542075325,0.0106725071175327
49,LightGBM(DEG),1,equal_opportunity,0.1123886371746367,0.0260505128630236,0.1614017127016427,2487241108709.392,0.7473916309088641,0.0152720173670931
50,LightGBM(DEG),1,group_fairness,0.0740396499633971,0.0144824302956047,0.1203429694481763,0.2527195858578663,0.1967572717479391,0.0043201799054212
51,LightGBM(DGE),1,disparate_parity,0.095862705826452,0.0171806322155286,0.131074910701967,1230411781614.9497,0.6968586538748888,0.0106725071305822
52,LightGBM(DGE),1,equal_opportunity,0.1126563212032664,0.0262550598640352,0.162034131787211,2554802102743.8804,0.7481503419431178,0.0153516901448761
53,LightGBM(DGE),1,group_fairness,0.0737589771354023,0.0143369706181167,0.1197370895675886,0.2492245083241584,0.1951854608546588,0.0042850490402004
54,LightGBM(EDG),1,disparate_parity,0.0956102480766725,0.0172589132949208,0.1313731833172996,1183333330016.1218,0.6934971072085606,0.0107160809080078
55,LightGBM(EDG),1,equal_opportunity,0.1109560402039003,0.0254947553240647,0.1596707716649004,2336254430798.0376,0.73971149072214,0.0149701687948581
56,LightGBM(EDG),1,group_fairness,0.0670640075598383,0.0119414516819144,0.1092769494537363,0.2143433041170933,0.1756544416562119,0.0036110220931311
57,LightGBM(EGD),1,disparate_parity,0.0957742780080227,0.017379312796309,0.1318306216184578,1193835571642.4392,0.6924218967469503,0.0107879179060583
58,LightGBM(EGD),1,equal_opportunity,0.1109560403212063,0.0254947553702864,0.1596707718096409,2336254419623.8003,0.7397114910138848,0.0149701688289903
59,LightGBM(EGD),1,group_fairness,0.0670573690432123,0.0118063166546063,0.1086568757815462,0.2169078997824451,0.1761638546163991,0.0035995564925562
60,LightGBM(GDE),1,disparate_parity,0.1033681766016223,0.0217912231244474,0.1476185053590756,316157553788.51666,0.7166159635743393,0.0134721117405451
61,LightGBM(GDE),1,equal_opportunity,0.1138459214523402,0.0292309766589592,0.1709706894732521,930405315332.5356,0.7547470715587912,0.0172349185743746
62,LightGBM(GDE),1,group_fairness,0.0375447932565099,0.0054561376352842,0.0738656729156668,0.131019298771043,0.1197908423950844,0.0014925433565385
63,LightGBM(GED),1,disparate_parity,0.1038279031596439,0.0215347690342581,0.1467472965143076,384869524049.19073,0.739010173684812,0.0133671445443467
64,LightGBM(GED),1,equal_opportunity,0.1122347337767094,0.0282014911194603,0.1679329959223627,1073892955751.5106,0.7414317570317,0.0167852503882226
65,LightGBM(GED),1,group_fairness,0.0375447933673768,0.0054561376872637,0.0738656732675178,0.1310192991523924,0.1197908388891589,0.0014925433640708
66,AverageEnsemble(2),1,disparate_parity,0.0955942917247268,0.0172750337556345,0.131434522693372,1188584450829.2795,0.6934117020648052,0.0107246413217809
67,AverageEnsemble(2),1,equal_opportunity,0.1109560402625533,0.0254947553471755,0.1596707717372706,2336254425210.919,0.7397114908680127,0.0149701688119242
68,AverageEnsemble(2),1,group_fairness,0.066879003893876,0.0118049858332275,0.1086507516459391,0.2147581850064863,0.1750723274656529,0.0035835191924435
69,EnsembleTree(2),1,disparate_parity,0.1037816159337653,0.0196116161239752,0.140041480012085,1464231882721.9182,0.7394063111502556,0.0123209226685662
70,EnsembleTree(2),1,equal_opportunity,0.1169166706407197,0.0293171789138529,0.17122260047626,1888333163777.297,0.7656647832983842,0.0171410720575437
71,EnsembleTree(2),1,group_fairness,0.0821200641780123,0.0142435585227325,0.1193463804341487,0.4691164450606973,0.2947138633742062,0.004854916967367
72,AverageEnsemble(3),1,disparate_parity,0.0955741232830412,0.0171920695930518,0.1311185326071482,1202526893000.5308,0.6936334203375893,0.0106738129016993
73,AverageEnsemble(3),1,equal_opportunity,0.1112945141474676,0.0255495712974344,0.1598423326200993,2386583319710.4087,0.7425334111944234,0.0149889156671975
74,AverageEnsemble(3),1,group_fairness,0.069017815132344,0.0125417904030819,0.111990135293614,0.2260891870346335,0.1813016046956395,0.0037851957560821
75,EnsembleTree(3),1,disparate_parity,0.1049346452298573,0.0201823995101387,0.1420647722348461,1462890139081.65,0.742762393112778,0.0125855350011058
76,EnsembleTree(3),1,equal_opportunity,0.1168877848154447,0.0291441155724563,0.1707164771557109,1874927662468.708,0.7674217603907705,0.0171077475246143
77,EnsembleTree(3),1,group_fairness,0.0808462558190343,0.0143121885350096,0.1196335594012385,0.4195222076178583,0.2757147815713596,0.0047207333568464
78,AverageEnsemble(4),1,disparate_parity,0.0956129817533185,0.0171698988831612,0.1310339608008597,1209498115154.1353,0.6945495945585974,0.0106609897398985
79,AverageEnsemble(4),1,equal_opportunity,0.111579951897123,0.025666142798099,0.1602065629058279,2428638015468.777,0.743887767905995,0.0150432188455746
80,AverageEnsemble(4),1,group_fairness,0.070073607720584,0.0129371181184055,0.1137414529466082,0.2314282782156351,0.1844249968732746,0.0038945640325947
81,EnsembleTree(4),1,disparate_parity,0.1053604279881441,0.0202432746776318,0.1422788623711611,1478935976035.4106,0.7449507281148939,0.0126335017193089
82,EnsembleTree(4),1,equal_opportunity,0.1172138374176531,0.0292183918459497,0.170933881503784,1954311003612.3835,0.7683686964934013,0.0171539959811088
83,EnsembleTree(4),1,group_fairness,0.0818186117052941,0.0147848190096187,0.1215928411117149,0.4203049920139555,0.2764943607616764,0.004801981280249
84,AverageEnsemble(5),1,disparate_parity,0.0955325380296299,0.0173043125611161,0.1315458572556207,1029747933686.1724,0.6941595933957297,0.0107336816925571
85,AverageEnsemble(5),1,equal_opportunity,0.1094963412956234,0.0249948841076608,0.1580977043086357,2157689003525.2888,0.7334625365968186,0.0146561633135403
86,AverageEnsemble(5),1,group_fairness,0.0609556339720819,0.0100037995199068,0.1000189957953332,0.2019397265913662,0.1633118792243261,0.0029657373624182
87,EnsembleTree(5),1,disparate_parity,0.1065824156154967,0.0203678573150952,0.1427160023091146,2126445309092.6548,0.7508377015220666,0.0128050529861083
88,EnsembleTree(5),1,equal_opportunity,0.1179667578128085,0.0301813467158373,0.1737277948856698,2630638704024.7974,0.7690220915858361,0.0175776986188777
89,EnsembleTree(5),1,group_fairness,0.0574714992552758,0.0081870739331818,0.0904824509680295,0.4089343901769326,0.2294471943663034,0.00256426439683
90,AverageEnsemble(6),1,disparate_parity,0.09568285944112,0.0175297105380532,0.1323998132100392,910160213180.638,0.6921722355354389,0.0108731021388859
91,AverageEnsemble(6),1,equal_opportunity,0.1082886787860593,0.024778909689985,0.157413181436578,1939314031579.6875,0.726802140160366,0.0145369832821273
92,AverageEnsemble(6),1,group_fairness,0.0551791728936568,0.008447454495373,0.0919100347914906,0.1835939421827415,0.1501438357831696,0.0024726647869427
93,EnsembleTree(6),1,disparate_parity,0.1063259926320212,0.0204835300395652,0.1431206834792414,2086769800186.233,0.7490896611325915,0.0128116063410142
94,EnsembleTree(6),1,equal_opportunity,0.1168467135906366,0.0296786050116056,0.1722747950560548,2524182117230.0894,0.766372076619971,0.0173210439661497
95,EnsembleTree(6),1,group_fairness,0.057940649957327,0.008241556235787,0.0907830173313658,0.4123889321006839,0.2308225657805832,0.0025867356758608
96,LightGBM(DEG),2,disparate_parity,0.092540351199649,0.0158826418574316,0.1260263538210624,427405408625.30273,0.6863203158400865,0.0100891381103461
97,LightGBM(DEG),2,equal_opportunity,0.1068747617512981,0.0232091447725406,0.1523454783462267,651379370734.8926,0.7435299577860996,0.0139440109836538
98,LightGBM(DEG),2,group_fairness,0.0724325314199061,0.0140403292005919,0.118491895083976,0.2186476147230155,0.1871194062222235,0.004204593728137
99,LightGBM(DGE),2,disparate_parity,0.0925403510972499,0.0158826418218746,0.1260263536799928,427405396831.85065,0.6863203155884942,0.0100891380941147
100,LightGBM(DGE),2,equal_opportunity,0.1068095299832552,0.0232905828447464,0.1526125251896005,696419282104.173,0.7427526996331422,0.0139800938169583
101,LightGBM(DGE),2,group_fairness,0.0723274929726155,0.0139889565997323,0.11827491957187,0.2179191868059985,0.1866759196151974,0.0041950208819229
102,LightGBM(EDG),2,disparate_parity,0.0917651209162795,0.0157063250061613,0.1253248778421961,427520731276.8799,0.6849034508532678,0.0099614541257334
103,LightGBM(EDG),2,equal_opportunity,0.1058178190004738,0.0228288235515964,0.1510921028763464,632077322023.5436,0.7389649484016745,0.0137424144688837
104,LightGBM(EDG),2,group_fairness,0.0665870859222597,0.0115239548232267,0.1073496847840121,0.2290319463771674,0.1873939878712603,0.0035889399416772
105,LightGBM(EGD),2,disparate_parity,0.0917369556981569,0.0156880198264436,0.1252518256411604,425853503216.5506,0.6839683736727237,0.0099473450437001
106,LightGBM(EGD),2,equal_opportunity,0.1058178189942374,0.022828823526226,0.1510921027923896,632077319356.5378,0.7389649487153286,0.0137424144585867
107,LightGBM(EGD),2,group_fairness,0.0661034585554917,0.0112531119729335,0.106080686144715,0.2258339559728922,0.1863450584461168,0.0035042274618782
108,LightGBM(GDE),2,disparate_parity,0.0986861958976752,0.0195331728674087,0.1397611278840034,60171869839.08029,0.7049597243374416,0.0124211954996393
109,LightGBM(GDE),2,equal_opportunity,0.1119044930312656,0.0285105541189434,0.1688506858705154,194705525061.01425,0.7711414386854635,0.0168404225576671
110,LightGBM(GDE),2,group_fairness,0.0353391045154059,0.0056469904236171,0.07514645982092,0.1026959552621288,0.095052282881544,0.0014605652978364
111,LightGBM(GED),2,disparate_parity,0.0989112759386021,0.0196431320110534,0.1401539582425463,223617234079.5074,0.7166455219392371,0.0124410235810248
112,LightGBM(GED),2,equal_opportunity,0.1088051263186092,0.0272735681393851,0.1651471105995655,66713812637.70113,0.7320000390064437,0.0163915923309949
113,LightGBM(GED),2,group_fairness,0.035363001298346,0.0056499114753406,0.0751658930322831,0.1040325311837068,0.0951347969600082,0.0014628477681747
114,AverageEnsemble(2),2,disparate_parity,0.0916765513193515,0.0156704672868648,0.1251817370340613,426687117246.7144,0.6836353250061163,0.0099373396616211
115,AverageEnsemble(2),2,equal_opportunity,0.1058178189973556,0.0228288235389112,0.151092102834368,632077320690.0408,0.7389649485585017,0.0137424144637352
116,AverageEnsemble(2),2,group_fairness,0.0661810333407125,0.0113205778016873,0.1063982039401388,0.2271266764410278,0.1865947547752713,0.0035254006093008
117,EnsembleTree(2),2,disparate_parity,0.1034944586739752,0.0189153418385497,0.1375330572573361,768182549787.8799,0.7390704416979051,0.0121494091706623
118,EnsembleTree(2),2,equal_opportunity,0.1120981456226203,0.0260597850082694,0.1614304339592428,674676614191.1992,0.7628992965973966,0.0156775062776537
119,EnsembleTree(2),2,group_fairness,0.0831780440817678,0.0152860674218775,0.1236368368322221,0.4347899986093095,0.2776270491412561,0.0050880412127123
120,AverageEnsemble(3),2,disparate_parity,0.0918414496010619,0.0156873413126785,0.1252491170135685,426926543775.0922,0.6844513971595998,0.0099529509873959
121,AverageEnsemble(3),2,equal_opportunity,0.106004685318514,0.0228580763913845,0.1511888765464728,653524641161.4175,0.7402866604522905,0.0137474215734549
122,AverageEnsemble(3),2,group_fairness,0.0679222456432395,0.0120290968036933,0.1096772392235203,0.2232479911680341,0.1860765002291795,0.0036956568200411
123,EnsembleTree(3),2,disparate_parity,0.1017114688244824,0.0183904320742819,0.1356113272344238,765628904308.7878,0.7309599646012892,0.0117851831387735
124,EnsembleTree(3),2,equal_opportunity,0.1153618101202328,0.0281822973678272,0.1678758391425854,768841622459.8839,0.7681039868702537,0.016831140661258
