,Model,Fold,label,balanced,metric,on,value
709,MLP,4,group_fairness,False,F1 Score,all,0.0
710,MLP,5,group_fairness,False,Accuracy,all,0.57
711,MLP,5,group_fairness,False,F1 Score,all,0.0
712,MLP,6,group_fairness,False,Accuracy,all,0.65
713,MLP,6,group_fairness,False,F1 Score,all,0.0
714,MLP,7,group_fairness,False,Accuracy,all,0.66
715,MLP,7,group_fairness,False,F1 Score,all,0.0
716,MLP,8,group_fairness,False,Accuracy,all,0.58
717,MLP,8,group_fairness,False,F1 Score,all,0.045454545454545456
718,MLP,9,group_fairness,False,Accuracy,all,0.56
719,MLP,9,group_fairness,False,F1 Score,all,0.15384615384615385
