,attr_conc.mean,attr_ent.mean,best_node.mean,c1,c2,class_conc.mean,class_ent,cls_coef,density,elite_nn.mean,eq_num_attr,f1.mean,f1v.mean,f2.mean,f3.mean,f4.mean,hubs.mean,joint_ent.mean,l1.mean,l2.mean,l3.mean,leaves,leaves_branch.mean,leaves_corrob.mean,leaves_homo.mean,leaves_per_class.mean,linear_discr.mean,lsc,mut_inf.mean,n1,n2.mean,n3.mean,n4.mean,naive_bayes.mean,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_repeated.mean,ns_ratio,one_nn.mean,random_node.mean,t1,t2,t3,t4,tree_depth.mean,tree_imbalance.mean,tree_shape.mean,var_importance.mean,worst_node.mean
0,0.30680175828843687,2.5884223821520593,0.9130190239867659,0.4263236834134844,0.8111705461785468,0.0277107893755601,0.4263236834134844,0.2251173067561697,0.8353049578921481,0.7817328370554176,4.0157469002556985,0.9848417746282583,0.2472158494772256,3.4193576346933867e-07,0.20489690721649484,0.0,0.7050629473837343,2.908583079201453,0.0800233082194689,0.08698453608247425,0.08698453608247425,7,3.857142857142857,0.14285714285714285,38.4,0.5,0.890421836228288,0.8199965624667871,0.1061629863640905,0.030927835051546393,0.05614604826702891,0.01095360824742268,0.11275773195876289,0.8374813895781636,6,1.0,0.003865979381443299,1.0,1.5,23.381589768725554,0.9209511993382961,0.9130190239867659,0.030927835051546393,0.003865979381443299,0.001288659793814433,0.3333333333333333,3.230769230769231,0.1332356597885714,0.28125,0.16666666666666666,0.9130190239867659
