overAll,target1,target2,target3
1024.3743415764034,1601.641193588564,1131.730604837339,339.7512263033104
302.2562247622144,343.19924811629613,439.9118365734278,123.65758959691964
338.5166907140296,375.46522430319027,516.3726206112909,123.71222722760767
310.93148544797276,351.0838428434667,456.37114394740337,125.33946955304847
123.22796627509642,143.5109289001793,169.68487230022922,56.48809762488073
370.6315084629311,582.3438907848018,447.9356761329752,81.61495847101637
674.7574075885886,189.98993520179107,93.08446468345333,1741.1978228805206
225.11267672067933,252.68609570529875,367.5459327109566,55.106001745782635
428.8178487922073,318.6687206955405,311.4973856857717,656.2874399953099
172.05950241996007,148.09862797949398,261.7344938929244,106.34538538746176
1471.9704021514226,2922.858503816271,1312.6667254048614,180.38597723313632
530.3644994099702,832.3640627694242,680.1049381404995,78.62449731998733
140.97371861205707,134.40515099739048,238.48325548462077,50.032749354159826
148.02577157648201,167.64937656840416,230.68051602415198,45.74742213688988
285.99581501489666,281.7226760965813,343.21526084622303,233.04950810188552
119.99591015071078,133.89685351318957,190.7688885447091,35.32198839423366
150.9623539007304,138.12219840948788,247.40071917374948,67.36414411895365
123.09038878579031,114.03481364751414,200.49926745502114,54.737085254835755
129.61151982669855,106.95188084786078,241.01520961234343,40.8674690198916
106.73929737510079,80.59462835865406,135.35993528074545,104.26332848590292
111.71832406547973,109.82237362455996,167.41323514463346,57.919363427245834
84.75334117658078,84.63046178636014,146.2486000876979,23.38096165568425
94.320572747929,102.16144742857189,158.46577603069935,22.334494784515762
18.766789297893283,23.838173904129825,27.936086129681836,4.526107859868199
86.73125523230439,93.8654073161118,131.98662972986224,34.34172865093922
4346.270926185875,655.2540994693204,78.7763051372477,12304.782373951064
165.0837227807874,127.59717308149956,185.0327320085649,182.62126325229792
112.24214271587623,143.11432458912273,158.26250606676538,35.349597491740546
111.17162446779096,160.6944076555884,143.12326854107027,29.697197206714243
79.314473807394,77.94658392647712,128.30507084358862,31.6917666521162
101.99604279470125,113.38946542649944,171.9371337462088,20.66152921139558
46.23104941401043,38.39199444189859,80.28286719101803,20.01828660911473
180.13304240850954,186.07418138590202,254.80570278706372,99.51924305256259
204.73989084907953,159.66649678111654,179.57828135063298,274.9748944154891
3.6251391441831573,5.129587578350593,4.891099980381234,0.8547298738176465
75.7705746795227,78.07529988635986,127.06665305222882,22.16977109997947
109.15151359947686,85.846387675091,174.83893345068014,66.76921967265919
86.77378172341625,85.1518355706639,149.1503640247497,26.019145574835182
20.79626160425496,24.49622260574078,33.78217569673022,4.110386510293882
132.08063637665617,231.39109485674618,142.250323927774,22.600490345448556
46.54600072738741,40.940916305990854,69.66108232932672,29.036003546844587
115.66311794263393,127.2634794746834,179.05166684794523,40.67420750527317
102.89375899925888,144.88851596861454,140.04969282685892,23.743068202303164
65.14951308061174,66.5033328369162,113.43518744249734,15.510018962421634
76.0318388671275,91.5229335033633,116.15451041642527,20.41807268159388
62.52666096106176,71.97644502532776,94.04328031245086,21.560257545406643
17.144085552347914,21.080196559323014,27.869040574950123,2.483019522770611
78.78982513010553,80.91807619951075,128.88513050262233,26.56626868818351
29.722749842212295,29.479007429612274,49.48855756696371,10.200684530060885
45.82699400863868,45.69865175591535,81.71819558431535,10.06413468568536
110.58931755832116,95.85609620774395,193.95634803201906,41.95550843520046
